shape,width_mm,depth_mm,height_mm,standoff_mm,total_depth_mm,length_mm,shadow_x_mm,shadow_y_mm,source_height_mm,declared_cut_mm,blur_mm,visible_artwork_percent,score
Rectangle,80,60,60,30,90,300,0,-75.0,84,0.5669,1.5322,34.97,0.01682519036687073
Rectangle,80,100,26,30,56,300,0,75.0,50,0.4746,1.0764,27.77,0.01663446587244036
Cylinder,100,100,60,20,80,300,0,-75.0,74,0.906,0.8105,43.41,0.016277654867256637
Rectangle,100,80,30,30,60,300,0,-75.0,54,0.5109,1.0764,28.7,0.016044942050938756
Cylinder,100,100,60,30,90,300,0,0,84,2.1555,0.498,48.08,0.016027531956735497
Cylinder,100,100,44,30,74,300,0,-75.0,68,0.8325,0.8105,38.98,0.015803635493900983
Rectangle,80,80,26,30,56,300,0,-75.0,50,0.4746,1.0764,23.53,0.015753397597977243
Rectangle,80,100,44,30,74,300,0,-75.0,68,0.6346,1.0764,34.65,0.015703550822611236
Cylinder,100,100,60,30,90,300,75.0,0,84,1.0284,0.8105,46.15,0.015383480825958702
Rectangle,60,60,22,30,52,300,0,0,46,0.664,0.9965,15.52,0.014919446335375541
Cylinder,100,100,22,20,42,300,-75.0,0,36,0.4407,0.8105,20.74,0.014812473662031186
Cylinder,80,80,60,30,90,300,0,-75.0,84,0.8141,1.0764,34.97,0.014571042281219273
Rectangle,80,80,60,30,90,300,0,-75.0,84,0.7693,1.0764,34.97,0.014571042281219273
Cylinder,100,100,36,30,66,300,0,-75.0,60,0.7346,0.8105,31.92,0.01450791096808796
Cylinder,80,80,26,30,56,300,0,0,50,1.0157,0.6816,21.39,0.014321270543615676
Rectangle,80,100,36,30,66,300,0,0,60,1.1475,0.6816,27.82,0.014136578860165606
Rectangle,100,80,26,30,56,300,0,-75.0,50,0.4746,1.0764,23.53,0.014090267162263607
Cylinder,100,100,26,20,46,300,0,0,40,1.0264,0.498,21.39,0.01394767218160831
Rectangle,80,100,36,30,66,300,0,-75.0,60,0.5645,1.0764,27.35,0.013896721742707865
Cylinder,100,100,22,30,52,450,0,0,46,0.7869,0.8469,15.8,0.01367001361470388
Cylinder,100,100,22,20,42,300,0,-75.0,36,0.4407,0.8105,18.69,0.013348082595870208
Rectangle,80,100,60,30,90,300,0,-75.0,84,0.7693,1.0764,34.97,0.01303273641753196
Rectangle,100,80,60,30,90,300,0,-75.0,84,0.7693,1.0764,34.97,0.01303273641753196
Rectangle,80,60,22,30,52,300,0,0,46,0.664,0.9965,15.52,0.012920619536833865
Cylinder,80,80,22,30,52,300,0,-75.0,46,0.4458,1.0764,17.74,0.012795694349897888
Cylinder,100,100,30,30,60,300,0,-75.0,54,0.6611,0.8105,25.53,0.012765486725663716
Rectangle,80,80,26,30,56,300,75.0,0,50,0.4746,1.0764,18.64,0.012484197218710493
Cylinder,100,100,30,30,60,300,75.0,0,54,0.6611,0.8105,24.9,0.012448377581120945
Rectangle,60,80,22,20,42,300,0,0,36,0.5268,0.9965,11.86,0.012225811642131771
Rectangle,80,100,30,30,60,300,0,-75.0,54,0.5109,1.0764,21.46,0.011996603640347324
Cylinder,100,100,60,30,90,300,0,-75.0,84,1.0284,0.8105,34.97,0.011656833824975418
Cylinder,80,80,22,30,52,300,-75.0,0,46,0.4458,1.0764,15.22,0.010976855003403676
Rectangle,80,100,30,30,60,300,75.0,0,54,0.5109,1.0764,18.97,0.010603183698616259
Rectangle,80,80,22,20,42,300,0,0,36,0.715,0.6816,11.86,0.010587863463969659
Cylinder,100,100,26,30,56,300,-75.0,0,50,0.6121,0.8105,19.47,0.010429835651074588
Cylinder,100,100,22,20,42,300,75.0,0,36,0.4407,0.8105,14.53,0.0103771597134429
Rectangle,80,80,22,30,52,300,0,-75.0,46,0.438,1.0764,14.23,0.010264210347174948
Cylinder,100,100,26,30,56,300,0,-75.0,50,0.6121,0.8105,18.44,0.009876738305941844
Cylinder,80,80,22,30,52,300,75.0,0,46,0.4458,1.0764,13.38,0.009647294077603811
Rectangle,100,80,22,20,42,300,0,0,36,0.715,0.6816,11.86,0.009470072976769021
Rectangle,100,80,22,30,52,300,0,-75.0,46,0.438,1.0764,14.23,0.009180588828655962
Rectangle,80,100,26,30,56,300,0,-75.0,50,0.4746,1.0764,14.87,0.008904695485618631
Rectangle,60,80,26,30,56,300,0,0,50,0.7172,0.9965,11.02,0.008519292254358612
Rectangle,80,100,26,20,46,300,0,0,40,0.7904,0.6816,11.02,0.008033583970721157
Cylinder,100,100,30,30,60,300,0,0,54,1.3856,0.498,15.84,0.007920353982300884
Cylinder,100,100,26,30,56,300,75.0,0,50,0.6121,0.8105,14.25,0.007632743362831858
Rectangle,80,80,26,30,56,300,0,0,50,0.9733,0.6816,11.02,0.007377923514538559
Rectangle,80,100,26,30,56,300,75.0,0,50,0.4746,1.0764,11.03,0.006607849427820174
Rectangle,100,80,26,30,56,300,0,0,50,0.9733,0.6816,11.02,0.0065990154045209495
Rectangle,100,80,26,30,56,300,-75.0,0,50,0.4746,1.0764,11.02,0.0065990154045209495
Rectangle,100,80,26,30,56,300,75.0,0,50,0.4746,1.0764,11.02,0.0065990154045209495
Cylinder,100,100,22,30,52,300,0,75.0,46,0.5632,0.8105,7.08,0.0040844111640571815
Rectangle,80,100,22,30,52,450,0,0,46,0.6128,1.1224,3.95,0.0038244525483105652
Cylinder,100,100,22,30,52,300,0,-75.0,46,0.5632,0.8105,6.3,0.003633424098025868
Rectangle,80,100,30,30,60,300,0,0,54,1.0441,0.6816,3.95,0.0022096836945794383
Rectangle,80,100,22,30,52,300,0,75.0,46,0.438,1.0764,3.16,0.0020359026003444304
Rectangle,80,100,22,30,52,300,0,-75.0,46,0.438,1.0764,2.82,0.0018170906386251694
Cylinder,80,80,22,30,52,300,0,0,46,0.9345,0.6816,0.0,0.0
Cylinder,100,100,22,20,42,300,0,0,36,0.9238,0.498,0.0,0.0
Cylinder,100,100,22,30,52,300,0,0,46,1.1804,0.498,0.0,0.0
Cylinder,100,100,22,30,52,300,-75.0,0,46,0.5632,0.8105,0.0,0.0
Cylinder,100,100,22,30,52,300,75.0,0,46,0.5632,0.8105,0.0,0.0
Cylinder,100,100,26,30,56,300,0,0,50,1.283,0.498,0.0,0.0
Rectangle,60,80,22,30,52,300,0,0,46,0.664,0.9965,0.0,0.0
Rectangle,80,80,22,30,52,300,0,0,46,0.9011,0.6816,0.0,0.0
Rectangle,80,80,22,30,52,300,-75.0,0,46,0.438,1.0764,0.0,0.0
Rectangle,80,80,22,30,52,300,75.0,0,46,0.438,1.0764,0.0,0.0
Rectangle,80,100,22,20,42,300,0,0,36,0.715,0.6816,0.0,0.0
Rectangle,80,100,22,30,52,300,0,0,46,0.9011,0.6816,0.0,0.0
Rectangle,80,100,22,30,52,300,-75.0,0,46,0.438,1.0764,0.0,0.0
Rectangle,80,100,22,30,52,300,75.0,0,46,0.438,1.0764,0.0,0.0
Rectangle,80,100,26,30,56,300,0,0,50,0.9733,0.6816,0.0,0.0
Rectangle,100,80,22,30,52,300,0,0,46,0.9011,0.6816,0.0,0.0
Rectangle,100,80,22,30,52,300,-75.0,0,46,0.438,1.0764,0.0,0.0
Rectangle,100,80,22,30,52,300,75.0,0,46,0.438,1.0764,0.0,0.0
