shape,width_mm,depth_mm,height_mm,standoff_mm,total_depth_mm,length_mm,shadow_x_mm,shadow_y_mm,source_height_mm,declared_cut_mm,blur_mm,visible_artwork_percent,score
Rectangle,60,80,30,30,60,300,0,-75.0,54,0.4355,1.4073,39.0,0.028146395676577576
Rectangle,80,100,36,10,46,300,0,75.0,40,0.4433,0.9843,38.59,0.02813515369381432
Rectangle,60,60,30,30,60,300,0,75.0,54,0.4355,1.4073,33.69,0.028073986308583463
Cylinder,100,100,60,10,70,300,0,-75.0,64,0.9101,0.7376,65.4,0.028029790115098173
Rectangle,80,80,30,20,50,300,75.0,0,44,0.4861,0.9843,37.36,0.02802132701421801
Rectangle,60,80,60,20,80,300,-75.0,0,74,0.5831,1.4073,51.72,0.027993193776059497
Rectangle,80,60,60,20,80,300,-75.0,0,74,0.5831,1.4073,51.72,0.027993193776059497
Rectangle,100,80,44,20,64,300,-75.0,0,58,0.6322,0.9843,53.34,0.02795291953877986
Rectangle,80,60,36,30,66,300,75.0,0,60,0.4809,1.4073,42.42,0.027828979476772677
Cylinder,60,60,60,30,90,450,0,0,84,1.045,1.4074,33.21,0.027679041600842547
Rectangle,60,60,60,30,90,450,0,0,84,0.9791,1.4074,33.21,0.027679041600842547
Rectangle,80,100,44,10,54,300,0,75.0,48,0.5285,0.9843,44.47,0.02762213163358745
Rectangle,100,80,26,20,46,300,0,-75.0,40,0.4433,0.9843,37.88,0.02761679876393852
Rectangle,100,80,44,30,74,300,0,-75.0,68,0.7328,0.9843,60.92,0.02761251805505817
Cylinder,100,100,36,30,66,450,0,112.5,60,0.5688,1.2064,40.42,0.027560857389056437
Cylinder,100,100,60,10,70,300,-75.0,0,64,0.9101,0.7376,64.16,0.027496614759647934
Rectangle,60,60,26,20,46,300,0,0,40,0.7213,0.8716,25.28,0.027474414451541997
Cylinder,80,80,36,30,66,300,75.0,0,60,0.6754,0.9843,48.3,0.027444169179951173
Rectangle,100,80,22,30,52,600,0,0,46,0.5758,1.3792,21.25,0.02741078590719301
Cylinder,100,100,30,20,50,450,0,0,44,0.9384,0.7376,30.29,0.02726303317535545
Rectangle,100,80,44,30,74,450,0,0,68,1.099,0.9844,40.03,0.027214217551508702
Cylinder,80,80,60,20,80,300,0,-75.0,74,0.833,0.9843,58.0,0.02718638921800948
Rectangle,80,80,60,20,80,300,0,-75.0,74,0.7913,0.9843,58.0,0.02718638921800948
Rectangle,80,60,36,20,56,300,0,0,50,0.8852,0.8716,35.15,0.027179340490583043
Cylinder,100,100,26,30,56,450,-112.5,0,50,0.474,1.2064,33.79,0.027150685511171297
Rectangle,80,100,60,0,60,300,0,75.0,54,0.5911,0.9843,48.54,0.02713396074592458
Rectangle,100,80,60,0,60,300,0,75.0,54,0.5911,0.9843,48.54,0.02713396074592458
Cylinder,80,80,36,20,56,300,0,75.0,50,0.5629,0.9843,40.42,0.027068699221394717
Cylinder,60,60,60,10,70,300,0,75.0,64,0.5309,1.4073,37.7,0.026926765967050327
Rectangle,60,60,60,10,70,300,0,75.0,64,0.5106,1.4073,37.7,0.026926765967050327
Rectangle,80,100,60,20,80,450,0,0,74,1.1869,0.9844,42.42,0.026675840578733418
Rectangle,100,80,60,20,80,450,0,0,74,1.1869,0.9844,42.42,0.026675840578733418
Cylinder,100,100,44,20,64,300,75.0,0,58,0.8247,0.7376,56.89,0.026668024289099528
Rectangle,80,80,44,30,74,300,-75.0,0,68,0.7328,0.9843,52.39,0.026548690277955683
Rectangle,60,60,26,30,56,300,75.0,0,50,0.4049,1.4073,29.64,0.02646482171067479
Cylinder,100,100,36,10,46,300,0,75.0,40,0.5688,0.7376,40.42,0.02636255924170616
Rectangle,80,80,26,10,36,300,0,0,30,0.745,0.5896,25.28,0.02632964718272775
Cylinder,80,80,30,30,60,300,0,-75.0,54,0.6079,0.9843,42.12,0.02632553317535545
Rectangle,100,80,36,30,66,450,0,0,60,0.9789,0.9844,34.48,0.026282951103475283
Rectangle,80,60,30,20,50,300,0,0,44,0.7879,0.8716,30.21,0.026165459474529834
Cylinder,100,100,44,10,54,300,0,75.0,48,0.6825,0.7376,47.04,0.026132174828857293
Rectangle,100,80,44,20,64,300,75.0,0,58,0.6322,0.9843,49.74,0.0260693833092138
Rectangle,80,100,44,30,74,450,0,0,68,1.099,0.9844,38.25,0.02600589018119011
Cylinder,60,60,60,30,90,300,0,-75.0,84,0.6968,1.4073,46.8,0.026000526592943655
Rectangle,60,60,60,30,90,300,0,-75.0,84,0.6528,1.4073,46.8,0.026000526592943655
Cylinder,100,100,60,10,70,300,75.0,0,64,0.9101,0.7376,60.66,0.025998645903859176
Rectangle,80,100,26,20,46,450,0,0,40,0.6649,0.9844,23.76,0.025982540860024533
Rectangle,80,80,30,30,60,450,0,0,54,0.8866,0.9844,27.69,0.025955272511848343
Cylinder,100,100,36,20,56,300,-75.0,0,50,0.711,0.7376,48.36,0.025907667569397427
Rectangle,80,100,60,30,90,450,0,112.5,84,0.6117,1.5765,46.31,0.025886549206343833
Rectangle,100,80,60,30,90,450,0,112.5,84,0.6117,1.5765,46.31,0.025886549206343833
Rectangle,60,80,60,20,80,300,75.0,0,74,0.5831,1.4073,47.63,0.02578067330578675
Rectangle,80,60,60,20,80,300,75.0,0,74,0.5831,1.4073,47.63,0.02578067330578675
Cylinder,80,80,44,20,64,300,0,75.0,58,0.6529,0.9843,43.92,0.025733116113744077
Rectangle,60,80,60,0,60,300,0,0,54,0.9482,0.8716,35.49,0.025609657230789826
Rectangle,80,60,60,0,60,300,0,0,54,0.9482,0.8716,35.49,0.025609657230789826
Rectangle,80,100,30,30,60,450,0,112.5,54,0.4002,1.5765,30.0,0.02515245303482065
Rectangle,100,80,36,10,46,300,0,0,40,0.9789,0.5896,34.48,0.02514021409897636
Cylinder,80,80,22,10,32,300,0,0,26,0.6585,0.5896,21.41,0.025085159952606635
Cylinder,100,100,26,30,56,450,112.5,0,50,0.474,1.2064,31.1,0.02499259478672986
Cylinder,100,100,30,10,40,300,0,75.0,34,0.4835,0.7376,33.1,0.024822274881516587
Rectangle,80,100,30,20,50,300,0,-75.0,44,0.4861,0.9843,36.95,0.02478485299705039
Cylinder,60,60,26,30,56,300,0,75.0,50,0.4147,1.4073,27.69,0.024719307154141276
Rectangle,80,60,36,30,66,300,0,75.0,60,0.4809,1.4073,37.46,0.024577082899179592
Rectangle,100,80,36,30,66,300,0,-75.0,60,0.6526,0.9843,48.24,0.024516704675750334
Cylinder,80,80,26,30,56,450,0,0,50,0.8442,0.9844,24.37,0.024476874576844956
Rectangle,100,80,30,10,40,300,0,0,34,0.8398,0.5896,29.19,0.024473552064163875
Cylinder,60,60,44,20,64,300,0,0,58,1.0824,0.8716,31.3,0.024452631319115327
Rectangle,60,60,44,20,64,300,0,0,58,1.0095,0.8716,31.3,0.024452631319115327
Rectangle,80,80,36,20,56,300,0,75.0,50,0.5495,0.9843,36.45,0.024410756601218685
Rectangle,80,80,44,30,74,300,75.0,0,68,0.7328,0.9843,48.14,0.02439717561163059
Rectangle,80,100,60,20,80,300,0,-75.0,74,0.7913,0.9843,58.0,0.02431624574169462
Rectangle,100,80,60,20,80,300,0,-75.0,74,0.7913,0.9843,58.0,0.02431624574169462
Cylinder,100,100,60,0,60,300,0,75.0,54,0.7679,0.7376,48.54,0.024269352290679308
Cylinder,80,80,60,20,80,300,-75.0,0,74,0.833,0.9843,51.72,0.024242816943127965
Rectangle,80,80,60,20,80,300,-75.0,0,74,0.7913,0.9843,51.72,0.024242816943127965
Cylinder,100,100,30,20,50,300,0,-75.0,44,0.6257,0.7376,40.13,0.024075829383886256
Rectangle,60,80,60,30,90,450,0,0,84,0.9791,1.4074,33.21,0.02397075317873594
Rectangle,80,60,60,30,90,450,0,0,84,0.9791,1.4074,33.21,0.02397075317873594
Rectangle,80,80,22,10,32,300,0,0,26,0.6488,0.5896,20.38,0.023881812796208532
Cylinder,100,100,60,20,80,450,0,0,74,1.5782,0.7376,42.42,0.023859597156398106
Cylinder,100,100,26,20,46,450,0,0,40,0.8531,0.7376,24.37,0.023838347413970742
Rectangle,80,100,22,30,52,600,0,0,46,0.5758,1.3792,18.44,0.023793377358102483
Cylinder,100,100,36,20,56,300,75.0,0,50,0.711,0.7376,44.1,0.023622630331753554
Rectangle,100,80,36,20,56,300,-75.0,0,50,0.5495,0.9843,39.4,0.02359594837038803
Cylinder,80,80,30,20,50,300,0,75.0,44,0.4953,0.9843,31.42,0.023563388625592416
Cylinder,60,60,22,20,42,300,0,0,36,0.6718,0.8716,19.71,0.02346159632889491
Rectangle,80,100,30,20,50,300,-75.0,0,44,0.4861,0.9843,34.83,0.023367440238801114
Rectangle,80,80,44,20,64,300,0,75.0,58,0.6322,0.9843,39.87,0.02336113373815166
Rectangle,60,80,60,10,70,300,0,75.0,64,0.5106,1.4073,37.7,0.02331926336922384
Rectangle,80,60,60,10,70,300,0,75.0,64,0.5106,1.4073,37.7,0.02331926336922384
Rectangle,80,60,22,30,52,450,0,0,46,0.5607,1.4074,18.66,0.023309162145013853
Rectangle,60,60,26,30,56,300,0,75.0,50,0.4049,1.4073,26.07,0.02327352742044685
Rectangle,100,80,44,10,54,300,0,0,48,1.1578,0.5896,37.34,0.023194249964082533
Cylinder,100,100,60,30,90,450,0,112.5,84,0.7963,1.2064,46.31,0.023153633491311217
Cylinder,100,100,26,10,36,300,0,75.0,30,0.4266,0.7376,27.69,0.023071353343865196
Rectangle,60,80,36,20,56,300,0,0,50,0.8852,0.8716,29.7,0.022965015785301628
Cylinder,100,100,44,30,74,450,0,0,68,1.4503,0.7376,37.66,0.022900121685666706
Cylinder,60,60,44,30,74,300,0,75.0,68,0.564,1.4073,33.83,0.022856090687844242
Rectangle,60,60,44,30,74,300,0,75.0,68,0.5399,1.4073,33.83,0.022856090687844242
Cylinder,100,100,30,30,60,450,0,112.5,54,0.5119,1.2064,30.47,0.02285248815165877
Rectangle,80,80,26,30,56,450,0,0,50,0.8241,0.9844,22.65,0.022751195412999324
Rectangle,80,60,30,30,60,300,0,75.0,54,0.4355,1.4073,31.52,0.022745137974591295
Cylinder,60,60,36,30,66,300,0,0,60,1.1197,0.8716,29.96,0.02269436066829432
Rectangle,80,80,30,20,50,300,0,75.0,44,0.4861,0.9843,30.11,0.02258590047393365
Rectangle,60,80,60,30,90,300,0,-75.0,84,0.6528,1.4073,46.8,0.02251711654126206
Rectangle,80,60,60,30,90,300,0,-75.0,84,0.6528,1.4073,46.8,0.02251711654126206
Rectangle,100,80,22,20,42,450,0,0,36,0.6002,0.9844,18.72,0.022425021609150733
Rectangle,100,80,26,10,36,300,0,0,30,0.745,0.5896,23.99,0.02235405635089393
Cylinder,80,80,60,20,80,300,75.0,0,74,0.833,0.9843,47.63,0.02232671800947867
Rectangle,80,80,60,20,80,300,75.0,0,74,0.7913,0.9843,47.63,0.02232671800947867
Rectangle,100,80,30,30,60,450,0,0,54,0.8866,0.9844,26.58,0.022287822109854243
Rectangle,60,60,22,20,42,300,0,0,36,0.6533,0.8716,18.66,0.02221563981042654
Cylinder,80,80,22,20,42,300,0,-75.0,36,0.4053,0.9843,24.84,0.02218037689009253
Cylinder,80,80,60,0,60,300,0,0,54,1.3676,0.5896,35.49,0.02217861374407583
Rectangle,80,80,60,0,60,300,0,0,54,1.2868,0.5896,35.49,0.02217861374407583
Cylinder,60,60,30,30,60,300,0,0,54,1.0077,0.8716,26.58,0.022149815692469717
Rectangle,80,100,44,30,74,300,-75.0,0,68,0.7328,0.9843,48.58,0.022018409859138766
Rectangle,80,100,44,30,74,300,0,-75.0,68,0.7328,0.9843,48.46,0.02196470642045794
Rectangle,100,80,36,20,56,300,75.0,0,50,0.5495,0.9843,36.53,0.021880954629181888
Cylinder,100,100,60,20,80,300,0,-75.0,74,1.0522,0.7376,58.0,0.021749111374407583
Cylinder,100,100,44,30,74,300,0,-75.0,68,0.9669,0.7376,53.55,0.0217112847444601
Rectangle,80,100,36,30,66,450,0,0,60,0.9789,0.9844,28.46,0.02169171394049707
Rectangle,80,100,60,20,80,300,-75.0,0,74,0.7913,0.9843,51.72,0.021683434660367113
Rectangle,100,80,60,20,80,300,-75.0,0,74,0.7913,0.9843,51.72,0.021683434660367113
Rectangle,80,80,26,20,46,300,-75.0,0,40,0.4433,0.9843,26.42,0.021539511642283123
Rectangle,80,80,36,30,66,300,-75.0,0,60,0.6526,0.9843,37.89,0.021531218583943707
Rectangle,80,100,44,10,54,300,0,0,48,1.1578,0.5896,34.6,0.021489331537320255
Rectangle,60,60,36,30,66,300,0,0,60,1.0396,0.8716,28.18,0.021347958255541196
Rectangle,100,80,36,20,56,300,0,75.0,50,0.5495,0.9843,35.31,0.021147646960528222
Rectangle,80,60,30,30,60,300,-75.0,0,54,0.4355,1.4073,29.11,0.021006474545455872
Rectangle,80,60,44,20,64,300,0,0,58,1.0095,0.8716,31.04,0.021002911710560103
Rectangle,80,60,26,20,46,300,0,0,40,0.7213,0.8716,22.29,0.020986646594731588
Rectangle,80,100,30,20,50,300,75.0,0,44,0.4861,0.9843,31.12,0.020877032775708935
Rectangle,60,80,44,20,64,300,0,0,58,1.0095,0.8716,30.83,0.02085594477110962
Rectangle,80,60,30,30,60,300,75.0,0,54,0.4355,1.4073,28.89,0.02084970981004202
Cylinder,80,80,60,30,90,450,0,0,84,1.4183,0.9844,33.21,0.02075928120063191
Rectangle,80,80,60,30,90,450,0,0,84,1.3287,0.9844,33.21,0.02075928120063191
Rectangle,80,100,36,10,46,300,0,0,40,0.9789,0.5896,28.46,0.020748595943084154
Rectangle,80,80,30,30,60,300,0,-75.0,54,0.5911,0.9843,33.18,0.020734597156398103
Rectangle,60,80,26,30,56,300,0,-75.0,50,0.4049,1.4073,26.7,0.020644083338914765
Cylinder,60,60,60,30,90,300,-75.0,0,84,0.6968,1.4073,36.99,0.020548095488853783
Rectangle,60,60,60,30,90,300,-75.0,0,84,0.6528,1.4073,36.99,0.020548095488853783
Rectangle,100,80,44,20,64,300,0,75.0,58,0.6322,0.9843,39.02,0.020449821921002965
Rectangle,60,80,22,30,52,450,0,0,46,0.5607,1.4074,16.33,0.020398600099393073
Rectangle,60,80,30,20,50,300,0,0,44,0.7879,0.8716,23.36,0.02023120167213647
Cylinder,80,80,60,10,70,300,0,75.0,64,0.7205,0.9843,37.7,0.020195074475287744
Rectangle,80,80,60,10,70,300,0,75.0,64,0.693,0.9843,37.7,0.020195074475287744
Rectangle,80,100,22,20,42,450,0,0,36,0.6002,0.9844,16.75,0.02005951300059053
Rectangle,80,80,26,20,46,300,75.0,0,40,0.4433,0.9843,24.61,0.02005846898825469
Rectangle,80,100,44,30,74,300,75.0,0,68,0.7328,0.9843,44.25,0.02005823434728861
Cylinder,100,100,36,30,66,450,0,0,60,1.2796,0.7376,29.34,0.02000753985351142
Cylinder,100,100,22,30,52,600,0,0,46,0.7358,1.0502,17.34,0.0200054684651841
Rectangle,80,100,60,20,80,300,75.0,0,74,0.7913,0.9843,47.63,0.01996962367346524
Rectangle,100,80,60,20,80,300,75.0,0,74,0.7913,0.9843,47.63,0.01996962367346524
Cylinder,80,80,26,20,46,300,0,75.0,40,0.4503,0.9843,24.49,0.019961879249948484
Rectangle,80,80,22,20,42,300,0,-75.0,36,0.4002,0.9843,22.35,0.019958812909049876
Rectangle,60,60,30,30,60,300,0,0,54,0.9482,0.8716,23.91,0.019928251711427064
Rectangle,80,100,30,10,40,300,0,0,34,0.8398,0.5896,23.76,0.01991994799268548
Cylinder,60,60,60,10,70,300,0,0,64,1.1943,0.8716,27.88,0.01991649740464906
Rectangle,60,60,60,10,70,300,0,0,64,1.0985,0.8716,27.88,0.01991649740464906
Cylinder,80,80,30,30,60,300,-75.0,0,54,0.6079,0.9843,31.79,0.01987065560821485
Rectangle,80,100,60,0,60,300,0,0,54,1.2868,0.5896,35.49,0.01983715519138587
Rectangle,100,80,60,0,60,300,0,0,54,1.2868,0.5896,35.49,0.01983715519138587
Rectangle,80,60,44,30,74,300,0,75.0,68,0.5399,1.4073,33.75,0.019747734606064077
Rectangle,60,80,44,30,74,300,0,75.0,68,0.5399,1.4073,33.71,0.019724624325659086
Cylinder,80,80,36,20,56,300,0,0,50,1.2663,0.5896,29.34,0.019650262356127286
Rectangle,80,80,36,30,66,300,75.0,0,60,0.6526,0.9843,34.52,0.019612595145770503
Rectangle,60,80,36,30,66,300,0,75.0,60,0.4809,1.4073,29.86,0.01958911404510255
Cylinder,80,80,60,30,90,300,0,-75.0,84,0.9456,0.9843,46.8,0.019500394944707743
Rectangle,80,80,60,30,90,300,0,-75.0,84,0.8859,0.9843,46.8,0.019500394944707743
Cylinder,100,100,60,20,80,300,-75.0,0,74,1.0522,0.7376,51.72,0.01939425355450237
Cylinder,100,100,36,10,46,300,0,0,40,1.2796,0.4251,29.34,0.019137646816402225
Rectangle,80,60,26,30,56,300,0,75.0,50,0.4049,1.4073,24.31,0.018796498957251533
Rectangle,100,80,30,20,50,300,0,75.0,44,0.4861,0.9843,28.0,0.018784030758854868
Cylinder,100,100,44,10,54,300,0,0,48,1.5356,0.4251,33.81,0.018781814990345792
Cylinder,100,100,22,30,52,450,0,-112.5,46,0.4361,1.2064,21.7,0.01878076011666059
Rectangle,80,100,26,10,36,300,0,0,30,0.745,0.5896,20.12,0.018747969894288816
Cylinder,60,60,60,30,90,300,75.0,0,84,0.6968,1.4073,33.53,0.018628225381779884
Rectangle,60,60,60,30,90,300,75.0,0,84,0.6528,1.4073,33.53,0.018628225381779884
Cylinder,60,60,60,20,80,300,0,75.0,74,0.6138,1.4073,29.8,0.018624111374407584
Rectangle,60,60,60,20,80,300,0,75.0,74,0.5831,1.4073,29.8,0.018624111374407584
Cylinder,80,80,30,30,60,300,75.0,0,54,0.6079,0.9843,29.78,0.01861176935229068
Rectangle,80,100,30,30,60,450,0,0,54,0.8866,0.9844,22.16,0.018578704611631844
Rectangle,80,100,60,30,90,450,0,0,84,1.3287,0.9844,33.21,0.01856766557145856
Rectangle,100,80,60,30,90,450,0,0,84,1.3287,0.9844,33.21,0.01856766557145856
Rectangle,80,80,26,20,46,300,0,75.0,40,0.4433,0.9843,22.59,0.01841644343704925
Cylinder,80,80,44,20,64,300,0,0,58,1.4689,0.5896,31.3,0.018339473489336493
Cylinder,100,100,44,30,74,300,-75.0,0,68,0.9669,0.7376,45.22,0.018332906366081723
Rectangle,100,80,30,30,60,300,0,-75.0,54,0.5911,0.9843,32.78,0.01832480668764638
Cylinder,100,100,30,10,40,300,0,0,34,1.0877,0.4251,24.37,0.018276066350710902
Rectangle,80,100,26,20,46,300,0,-75.0,40,0.4433,0.9843,24.9,0.018156821293705147
Cylinder,100,100,30,20,50,300,-75.0,0,44,0.6257,0.7376,30.13,0.018080568720379147
Rectangle,80,100,60,10,70,300,0,75.0,64,0.693,0.9843,37.7,0.018063023734965718
Rectangle,100,80,60,10,70,300,0,75.0,64,0.693,0.9843,37.7,0.018063023734965718
Rectangle,60,80,26,30,56,300,-75.0,0,50,0.4049,1.4073,23.2,0.0179414185822669
Cylinder,100,100,26,30,56,450,0,112.5,50,0.474,1.2064,22.27,0.01789945836154367
Cylinder,100,100,60,20,80,300,75.0,0,74,1.0522,0.7376,47.63,0.017861374407582935
Rectangle,100,80,22,20,42,300,0,-75.0,36,0.4002,0.9843,22.35,0.01785170496593434
Rectangle,60,80,60,30,90,300,-75.0,0,84,0.6528,1.4073,36.99,0.017795172692735797
Rectangle,80,60,60,30,90,300,-75.0,0,84,0.6528,1.4073,36.99,0.017795172692735797
Cylinder,100,100,60,0,60,300,0,0,54,1.7275,0.4251,35.49,0.017742890995260663
Rectangle,100,80,30,20,50,300,75.0,0,44,0.4861,0.9843,26.42,0.017724282902219893
Rectangle,100,80,30,20,50,300,-75.0,0,44,0.4861,0.9843,26.36,0.017684542357596086
Rectangle,80,100,44,20,64,300,0,75.0,58,0.6322,0.9843,33.73,0.017676263077466125
Rectangle,80,60,36,30,66,300,0,0,60,1.0396,0.8716,26.74,0.017542103450442364
Rectangle,80,100,60,30,90,300,0,-75.0,84,0.8859,0.9843,46.8,0.017441683473783904
Rectangle,100,80,60,30,90,300,0,-75.0,84,0.8859,0.9843,46.8,0.017441683473783904
Rectangle,80,100,36,30,66,300,0,-75.0,60,0.6526,0.9843,34.28,0.017421612491650668
Rectangle,80,80,44,20,64,300,0,0,58,1.3701,0.5896,29.72,0.01741382183056872
Cylinder,60,60,26,30,56,300,0,0,50,0.9331,0.8716,19.45,0.01736698826450011
Rectangle,80,80,36,20,56,300,0,0,50,1.2013,0.5896,25.87,0.0173229096140826
Rectangle,60,80,26,20,46,300,0,0,40,0.7213,0.8716,18.38,0.017306083241536853
Rectangle,60,80,60,10,70,300,0,0,64,1.0985,0.8716,27.88,0.017248192706832925
Rectangle,80,60,60,10,70,300,0,0,64,1.0985,0.8716,27.88,0.017248192706832925
Cylinder,80,80,44,30,74,300,0,75.0,68,0.7655,0.9843,33.83,0.01714206801588318
Cylinder,80,80,30,20,50,300,0,0,44,1.1144,0.5896,22.81,0.017106042654028437
Cylinder,80,80,36,30,66,300,0,75.0,60,0.6754,0.9843,30.09,0.017099310641964672
Cylinder,100,100,30,20,50,300,75.0,0,44,0.6257,0.7376,28.38,0.017026066350710897
Rectangle,80,80,44,30,74,300,0,75.0,68,0.7328,0.9843,33.49,0.016971948251569103
Cylinder,60,60,44,30,74,300,0,0,68,1.269,0.8716,24.9,0.01682517825882755
Rectangle,60,60,44,30,74,300,0,0,68,1.1558,0.8716,24.9,0.01682517825882755
Cylinder,100,100,44,30,74,300,75.0,0,68,0.9669,0.7376,41.29,0.016739784808505187
Rectangle,80,100,36,20,56,300,0,75.0,50,0.5495,0.9843,27.86,0.01668866323339224
Cylinder,100,100,60,30,90,450,0,0,84,1.7915,0.7376,33.21,0.01660742496050553
Rectangle,100,80,26,30,56,450,0,0,50,0.8241,0.9844,18.48,0.016605870432092634
Cylinder,100,100,36,30,66,300,0,-75.0,60,0.8532,0.7376,36.49,0.016587677725118485
Rectangle,100,80,44,30,74,300,-75.0,0,68,0.7328,0.9843,36.59,0.016585411979261843
Cylinder,100,100,30,30,60,450,0,0,54,1.1517,0.7376,21.96,0.01646919431279621
Cylinder,80,80,26,30,56,300,0,-75.0,50,0.5629,0.9843,24.57,0.016450152335815843
Rectangle,80,80,36,30,66,300,0,75.0,60,0.6526,0.9843,28.89,0.01641488941548183
Cylinder,100,100,44,20,64,300,0,75.0,58,0.8247,0.7376,34.85,0.016337751777251185
Rectangle,60,60,26,30,56,300,0,0,50,0.8852,0.8716,18.27,0.0163091006544798
Rectangle,80,80,30,20,50,300,0,0,44,1.0693,0.5896,21.74,0.01630627962085308
Cylinder,100,100,22,20,42,450,0,0,36,0.7678,0.7376,15.19,0.016270311442112387
Cylinder,100,100,26,10,36,300,0,0,30,0.9597,0.4251,19.45,0.016209189046866773
Cylinder,100,100,60,10,70,300,0,75.0,64,0.9101,0.7376,37.7,0.016156059580230198
Rectangle,60,80,60,30,90,300,75.0,0,84,0.6528,1.4073,33.53,0.01613251640804345
Rectangle,80,60,60,30,90,300,75.0,0,84,0.6528,1.4073,33.53,0.01613251640804345
Rectangle,60,80,60,20,80,300,0,75.0,74,0.5831,1.4073,29.8,0.016128953573147684
Rectangle,80,60,60,20,80,300,0,75.0,74,0.5831,1.4073,29.8,0.016128953573147684
Cylinder,100,100,26,20,46,300,0,-75.0,40,0.5688,0.7376,24.57,0.016021017927055427
Rectangle,80,100,36,30,66,300,-75.0,0,60,0.6526,0.9843,31.32,0.015916288831657813
Rectangle,100,80,22,10,32,300,0,0,26,0.6488,0.5896,15.15,0.015875519649199667
Rectangle,60,80,26,30,56,300,75.0,0,50,0.4049,1.4073,20.44,0.015803717644805308
Cylinder,80,80,22,20,42,300,-75.0,0,36,0.4053,0.9843,17.63,0.015744893929135636
Rectangle,60,80,30,30,60,300,0,75.0,54,0.4355,1.4073,21.62,0.015605216843469593
Cylinder,100,100,60,30,90,300,0,-75.0,84,1.1944,0.7376,46.8,0.015600315955766192
Rectangle,100,80,44,30,74,300,75.0,0,68,0.7328,0.9843,34.06,0.01543973862073755
Cylinder,80,80,60,30,90,300,-75.0,0,84,0.9456,0.9843,36.99,0.015411071616640338
Rectangle,80,80,60,30,90,300,-75.0,0,84,0.8859,0.9843,36.99,0.015411071616640338
Rectangle,100,80,26,20,46,300,0,75.0,40,0.4433,0.9843,21.07,0.015363464171596664
Cylinder,80,80,22,30,52,450,0,0,46,0.7767,0.9844,14.04,0.015187807601166604
Cylinder,80,80,22,20,42,300,75.0,0,36,0.4053,0.9843,17.0,0.015180687203791468
Cylinder,100,100,36,20,56,300,0,75.0,50,0.711,0.7376,28.22,0.015117213947190249
Cylinder,80,80,60,10,70,300,0,0,64,1.6209,0.5896,27.88,0.014937373053486795
Rectangle,80,80,60,10,70,300,0,0,64,1.4909,0.5896,27.88,0.014937373053486795
Rectangle,100,80,44,20,64,300,0,0,58,1.3701,0.5896,28.5,0.014933751534416638
Rectangle,80,80,26,30,56,300,0,-75.0,50,0.5495,0.9843,22.26,0.014902991706161136
Rectangle,80,100,26,30,56,450,0,0,50,0.8241,0.9844,16.55,0.014867221604800885
Rectangle,100,80,36,20,56,300,0,0,50,1.2013,0.5896,24.61,0.01473711863133007
Rectangle,80,60,26,30,56,300,75.0,0,50,0.4049,1.4073,19.04,0.014719597883664077
Rectangle,100,80,44,30,74,300,0,75.0,68,0.7328,0.9843,32.35,0.014661038759865568
Rectangle,60,80,36,30,66,300,0,0,60,1.0396,0.8716,22.26,0.014601145191025514
Rectangle,80,60,22,20,42,300,0,0,36,0.6533,0.8716,14.06,0.014495648261644293
Rectangle,60,80,44,30,74,300,0,0,68,1.1558,0.8716,24.76,0.01449014581392882
Rectangle,80,60,26,30,56,300,-75.0,0,50,0.4049,1.4073,18.72,0.014475289205097037
Rectangle,80,100,36,30,66,300,75.0,0,60,0.6526,0.9843,28.04,0.01425039731459905
Cylinder,80,80,60,30,90,300,75.0,0,84,0.9456,0.9843,33.53,0.013971169036334915
Rectangle,80,80,60,30,90,300,75.0,0,84,0.8859,0.9843,33.53,0.013971169036334915
Cylinder,80,80,60,20,80,300,0,75.0,74,0.833,0.9843,29.8,0.013968083530805687
Rectangle,80,80,60,20,80,300,0,75.0,74,0.7913,0.9843,29.8,0.013968083530805687
Rectangle,80,60,44,30,74,300,0,0,68,1.1558,0.8716,23.85,0.013958609364614046
Rectangle,80,100,22,10,32,300,0,0,26,0.6488,0.5896,13.21,0.013847096017359293
Cylinder,80,80,26,20,46,300,0,0,40,1.013,0.5896,16.98,0.013844529157222335
Rectangle,80,100,30,20,50,300,0,75.0,44,0.4861,0.9843,20.6,0.013816462680878439
Rectangle,80,100,26,20,46,300,-75.0,0,40,0.4433,0.9843,18.92,0.013794000633917156
Rectangle,80,100,60,30,90,300,-75.0,0,84,0.8859,0.9843,36.99,0.01378408149637015
Rectangle,100,80,60,30,90,300,-75.0,0,84,0.8859,0.9843,36.99,0.01378408149637015
Rectangle,100,80,36,30,66,300,0,75.0,60,0.6526,0.9843,26.84,0.013638232359535287
Rectangle,80,60,30,30,60,300,0,0,54,0.9482,0.8716,18.66,0.013467515906008006
Cylinder,60,60,60,20,80,300,0,0,74,1.3809,0.8716,21.54,0.013465146129541864
Rectangle,60,60,60,20,80,300,0,0,74,1.2385,0.8716,21.54,0.013465146129541864
Rectangle,80,100,60,10,70,300,0,0,64,1.4909,0.5896,27.88,0.013360392621148031
Rectangle,100,80,60,10,70,300,0,0,64,1.4909,0.5896,27.88,0.013360392621148031
Cylinder,80,80,30,30,60,300,0,75.0,54,0.6079,0.9843,21.35,0.013341725908372827
Rectangle,80,80,30,30,60,300,-75.0,0,54,0.5911,0.9843,21.35,0.013341725908372827
